名稱,城市,類型,分齡,lat,lon,介紹,圖片網址,Unnamed: 8,時間戳記,城市(台北市、新北市...).1,詳細地址 ,類型(博物館、公園...).1,景點介紹.1,城市.1,類型.1,介紹.1
睡美人岩,臺東縣,11,全齡,22.654,121.50717,在綠島東岸一角的海岸上，有因遠古爆裂火山口壁形成的一系列地質景觀，其中被稱為「睡美人岩」的地質景觀，自海參坪小長城上遠眺，像極了側臥在海岸邊沉睡的女人，因而得名。...,,,,,,,,,,
哈巴狗岩,未分類,11,全齡,22.65437,121.50962,在綠島東岸一角的海岸上，有因遠古爆裂火山口壁形成的一系列地質景觀，其中被稱為「哈巴狗岩」的地質景觀，自海參坪小長城上遠眺，像極了趴在海上的一隻哈巴狗，因而得名。...,,,,,,,,,,
烏油窟,未分類,2,全齡,22.67705,121.4667,位於綠島燈塔北面海岸的烏油窟，因為退潮時海水被環狀礁石阻擋而無法流出，形成潮間帶型的小水池，除了平靜透徹且顏色瑰麗的水面、水池內多樣的生態之外，岸邊純淨無瑕的貝殼砂也是亮點之一，是一處十分美麗的夢幻沙...,,,,,,,,,,
台東糖廠,臺東縣,1,全齡,22.76713,121.12959,台東糖廠自創建至今，已有超過百年歷史。2004年由臺東縣政府登錄為歷史建築後，轉型為台東糖廠文化創意園區。園區保留昔日鐵路、火車設備，也將原建築改造，增設文物館、露天舞台、公共藝術裝置等等，更邀請在地...,,,,,,,,,,
臺東轉運站,臺東縣,12,全齡,22.7518,121.14741,臺東火車站於2001年廢止後進行改建，配合I+T國際魅力據點計畫，將原站體及週邊改建成臺東轉運站及旅遊服務中心，設置七席月台供公車停靠，為臺東公車統一發車地點，也提供旅客多元的旅遊資訊及相關諮詢服務。...,,,,,,,,,,
鹿野神社,臺東縣,4,全齡,22.90496,121.12049,鹿野神社位於鹿野鄉龍田村，由台東製糖會社出資，鹿野村日本移民義務出役共同修建，於昭和6年（1931年）遷至現址。原神社建築在戰後被拆除，僅留下基座，原本也預計拆除，但當地居民於2013年開始積極爭取保...,,,,,,,,,,
向陽薪傳木工坊,臺東縣,1,全齡,22.50826,120.95885,向陽薪傳木工坊前身為多良國小，在88風災後，集結眾人的力量規劃而成，希望能將就業機會留在原鄉，裡面除了有木工藝品外，還可品嚐部落風味餐、咖啡及參加DIY體驗課程。...,,,,,,,,,,
國立臺東生活美學館,臺東縣,5,全齡,22.75525,121.15105,國立臺東生活美學館，地點在臺東縣政府對街，曾是日治時期的臺東武德殿，現已成為台東提倡美學教育，深耕藝術環境的藝文據點。漫步在光線明亮的場館裡，展間內展示在地藝術家的個人作品，或主題聯展。從繪畫到雕塑，...,,,,,,,,,,
嘉蘭天空步道,臺東縣,2,全齡,22.59555,120.9563,位於嘉蘭村右下方太麻里溪右側山崖峭壁的拉灣山脈，眺望拉灣大橋及嘉蘭村，四季水流變化時而磅礡、時而涓涓，週遭景色變化萬千。...,,,,,,,,,,
長光遺址,臺東縣,3,全齡,23.32881,121.45829,位於長光社區內的長光遺址，除了社區內建有文史館收藏當地挖掘出來的文物之外，路上處處可見史前文物與當地建築文化融合的景象。最知名的巨石石棺也奇妙地位在私人住宅後花園供參觀之用，遺址與日常生活巧妙結合的氛...,,,,,,,,,,
綠島豆丁海馬海底郵筒(綠島海底世界),未分類,2,全齡,22.65519,121.47316,懸於太平洋上的綠島，擁有溫暖的黑潮與多變的海底地形，是全世界知名的潛水聖地，背上氧氣瓶、帶上特製明信片，潛入清澈湛藍的太平洋，向可愛的海底郵筒前進，將滿載祝福的明信片，投入海底郵筒傳遞到你的心之所向。...,,,,,,,,,,
TTstyle原創館-波浪屋,臺東縣,5,全齡,22.75308,121.14726,台東極具特色的曲線型建築，象徵著海與山，被眾人稱之為波浪屋，除了外觀極具特色，裡面的店舖由特色藝文店家及餐飲小舖進駐的貨櫃倉庫匯聚而成。...,,,,,,,,,,
臺東縣成功鎮原住民文物館,臺東縣,1,全齡,23.10043,121.38368,成功鎮原住民文物館位置近新港漁港，是東部沿海保存並推廣原住民傳統文化的重要基地。以阿美族文化為主，不定期舉辦各種展演活動及工作坊，例如透過攝影、繪畫，或多媒體影音展示，從藝術家的角度，看見部落的生活與...,,,,,,,,,,
臺東市北町日式建築宿舍群,臺東縣,1,全齡,22.75869,121.15182,民權里日式建築宿舍群約建於1940年日治時期(昭和15年)左右，2007年公告登錄成為歷史建築。2017年獲得文化部再造歷史現場補助計畫，修復10棟13戶，並於2020年完工，成為台灣目前保留完整的日...,,,,,,,,,,
杉原灣,臺東縣,12,全齡,22.83078,121.18611,杉原灣是台東縣唯一的沙灘。除了面積廣大之外，還具有完整的珊瑚礁，甚至是罕見的貝氏耳紋珊瑚，民眾可盡情在此享受夏日風情。...,,,,,,,,,,
金崙大橋,臺東縣,12,全齡,22.53391,120.96861,被譽為「全臺灣最美高架橋」，只要找好角度，就能拍到彷彿往海上無限延伸的橋面，行駛在橋上也會被山海包夾的景色給驚艷，完全不愧對其「最美」之名。...,,,,,,,,,,
中興崗哨,臺東縣,1,全齡,22.88899,121.14113,台東縣「中興崗哨」位在鹿野溪及卑南溪的匯流口高台處，過去是守護「鹿野溪橋」的軍用崗哨，裁撤多年之後整裝再出發，從2022年初開始以旅遊驛站的身份重新服務大眾。...,,,,,,,,,,
舊蘭嶼燈塔,未分類,1,全齡,22.05624,121.50837,在目前使用的蘭嶼燈塔建成以前，蘭嶼的船隻都是靠這小小燈塔的光芒來辨認方向，如今它已功成身退、成為開元港邊的小小景點，持續點綴著蘭嶼的一角。...,,,,,,,,,,
大武之心南迴驛,臺東縣,6,全齡,22.33794,120.89463,位於大武漁港旁的【大武之心南迴驛】，是台東最大的休息站，以燈塔意象作為設計基礎，特殊新穎的曲線造型相當吸睛，而內部設置賣場、景觀餐廳、海景咖啡廳等設施，是旅人途經南迴公路必定要停留之處。...,,,,,,,,,,
華源曙光觀景台,臺東縣,11,全齡,22.65492,121.02289,位於太麻里的華源曙光觀景台，自2021年啟用後，便是繼多良車站後，成臺東觀賞日出、海景的最新秘境。開闊的平台視野除了將Ｍ型的華源灣海景盡收眼底外，更可俯瞰底下的南迴鐵路與台9線道路的車流，動態的火車身...,,,,,,,,,,
磯崎海濱休憩區,花蓮縣,8,全齡,23.70055,121.54963,尚無介紹,,,,,,,,,,
牛山海岸水璉濕地,花蓮縣,2,全齡,23.76344,121.5694,尚無介紹,,,,,,,,,,
蕃薯寮,花蓮縣,8,全齡,23.74683,121.55528,尚無介紹,,,,,,,,,,
和南寺,花蓮縣,1,全齡,23.87652,121.59874,尚無介紹,,,,,,,,,,
秀姑巒溪,花蓮縣,8,全齡,23.48786,121.40109,尚無介紹,,,,,,,,,,
靜浦北迴歸線界標,花蓮縣,8,全齡,23.45141,121.49617,尚無介紹,,,,,,,,,,
月洞遊憩區,花蓮縣,2,全齡,23.48005,121.50773,尚無介紹,,,,,,,,,,
芭崎眺望台,花蓮縣,8,全齡,23.73134,121.55857,尚無介紹,,,,,,,,,,
池南國家森林遊樂區,花蓮縣,2,全齡,23.91821,121.50201,尚無介紹,,,,,,,,,,
松園別館,花蓮縣,1,全齡,23.98254,121.61606,尚無介紹,,,,,,,,,,
佐倉步道,花蓮縣,2,全齡,24.01859,121.57653,尚無介紹,,,,,,,,,,
楓林步道,花蓮縣,11,全齡,23.96948,121.54827,尚無介紹,,,,,,,,,,
初英親水生態公園,花蓮縣,12,全齡,23.95456,121.54219,尚無介紹,,,,,,,,,,
知卡宣森林公園,花蓮縣,2,全齡,23.95604,121.5843,尚無介紹,,,,,,,,,,
蓮城蓮花園,花蓮縣,2,全齡,23.95688,121.54491,尚無介紹,,,,,,,,,,
赤柯山,花蓮縣,11,全齡,23.3913,121.37469,尚無介紹,,,,,,,,,,
明利飛行傘起飛場,花蓮縣,13,全齡,23.70576,121.3929,尚無介紹,,,,,,,,,,
鐵份瀑布,花蓮縣,11,全齡,23.3509,121.35086,尚無介紹,,,,,,,,,,
國立東華大學,花蓮縣,11,全齡,23.89231,121.54452,尚無介紹,,,,,,,,,,
新城天主堂,花蓮縣,1,全齡,24.1281,121.6498,尚無介紹,,,,,,,,,,
慈濟靜思精舍,花蓮縣,1,全齡,24.05458,121.60147,尚無介紹,,,,,,,,,,
米棧古道,花蓮縣,13,全齡,23.79889,121.52487,尚無介紹,,,,,,,,,,
鯉魚潭,花蓮縣,13,全齡,23.93045,121.50965,尚無介紹,,,,,,,,,,
荖溪、白鮑溪親水園區,花蓮縣,13,全齡,23.88973,121.51108,尚無介紹,,,,,,,,,,
玉里協天宮,花蓮縣,1,全齡,23.33356,121.31815,尚無介紹,,,,,,,,,,
豐田移民村﹙菸樓﹚,花蓮縣,1,全齡,23.84109,121.50785,尚無介紹,,,,,,,,,,
六十石山,花蓮縣,2,全齡,23.21907,121.3176,尚無介紹,,,,,,,,,,
鳳林校長夢工廠,花蓮縣,1,全齡,23.74778,121.44937,尚無介紹,,,,,,,,,,
七星潭風景區,花蓮縣,2,全齡,24.03202,121.62852,尚無介紹,,,,,,,,,,
鳳林客家文物館,花蓮縣,1,全齡,23.74764,121.45143,尚無介紹,,,,,,,,,,
花蓮觀光酒廠,花蓮縣,6,全齡,24.01762,121.63684,尚無介紹,,,,,,,,,,
安通溫泉,花蓮縣,10,全齡,23.28056,121.3419,尚無介紹,,,,,,,,,,
林田山文化園區,花蓮縣,1,全齡,23.718,121.39858,尚無介紹,,,,,,,,,,
向日廣場,花蓮縣,2,全齡,23.99467,121.63827,尚無介紹,,,,,,,,,,
瓦拉米步道,花蓮縣,7,全齡,23.32904,121.23561,尚無介紹,,,,,,,,,,
美崙山公園,花蓮縣,2,全齡,23.99174,121.61282,尚無介紹,,,,,,,,,,
小天祥,花蓮縣,2,全齡,23.14282,121.27846,尚無介紹,,,,,,,,,,
北濱公園,花蓮縣,13,全齡,23.97886,121.61744,尚無介紹,,,,,,,,,,
崙天遊憩區,花蓮縣,12,全齡,23.22083,121.26626,尚無介紹,,,,,,,,,,
花蓮觀光糖廠,花蓮縣,3,全齡,23.65655,121.42081,尚無介紹,,,,,,,,,,
馬太鞍濕地生態園區,花蓮縣,2,全齡,23.65804,121.40917,尚無介紹,,,,,,,,,,
太巴塱部落,花蓮縣,1,全齡,23.66,121.44756,尚無介紹,,,,,,,,,,
和仁海灘,花蓮縣,2,全齡,24.23071,121.70759,尚無介紹,,,,,,,,,,
大禹嶺,花蓮縣,7,全齡,24.18053,121.31209,尚無介紹,,,,,,,,,,
關原雲海,花蓮縣,2,全齡,24.18663,121.33805,尚無介紹,,,,,,,,,,
新白楊服務站,花蓮縣,7,全齡,24.19826,121.43239,尚無介紹,,,,,,,,,,
西寶國小,花蓮縣,1,全齡,24.20785,121.48202,尚無介紹,,,,,,,,,,
七星柴魚博物館,花蓮縣,2,全齡,24.02681,121.62935,尚無介紹,,,,,,,,,,
花蓮縣石雕博物館,花蓮縣,1,全齡,23.98949,121.62833,尚無介紹,,,,,,,,,,
石藝大街,花蓮縣,1,全齡,23.97377,121.60937,尚無介紹,,,,,,,,,,
南濱公園,花蓮縣,12,全齡,23.96842,121.61033,尚無介紹,,,,,,,,,,
慈濟文化園區(靜思堂),花蓮縣,1,全齡,23.99462,121.59322,尚無介紹,,,,,,,,,,
錐麓古道,花蓮縣,7,全齡,24.17279,121.56659,尚無介紹,,,,,,,,,,
布洛灣遊憩區,花蓮縣,1,全齡,24.17065,121.57302,尚無介紹,,,,,,,,,,
綠水合流,花蓮縣,7,全齡,24.18056,121.50914,尚無介紹,,,,,,,,,,
蓮花池,花蓮縣,7,全齡,24.21552,121.49504,尚無介紹,,,,,,,,,,
梅園竹村步道,花蓮縣,7,全齡,24.21378,121.48304,尚無介紹,,,,,,,,,,
布拉旦風景區(三棧),花蓮縣,13,全齡,24.10426,121.60642,尚無介紹,,,,,,,,,,
慕谷慕魚,花蓮縣,1,全齡,23.96927,121.49055,尚無介紹,,,,,,,,,,
白楊步道(水簾洞),花蓮縣,13,全齡,24.18474,121.49027,尚無介紹,,,,,,,,,,
鐵道文化園區,花蓮縣,1,全齡,23.97439,121.61074,尚無介紹,,,,,,,,,,
舊鐵道文化商圈,花蓮縣,1,全齡,23.97739,121.60749,尚無介紹,,,,,,,,,,
南安瀑布,花蓮縣,2,全齡,23.31174,121.2478,尚無介紹,,,,,,,,,,
玉山國家公園管理處,花蓮縣,7,全齡,23.30281,121.25942,尚無介紹,,,,,,,,,,
七星潭自行車道,花蓮縣,13,全齡,24.02674,121.63197,尚無介紹,,,,,,,,,,
東海岸遊客服務中心,花蓮縣,8,全齡,23.90452,121.60304,尚無介紹,,,,,,,,,,
富源森林遊樂區,花蓮縣,11,全齡,23.58893,121.35412,尚無介紹,,,,,,,,,,
保安宮,花蓮縣,1,全齡,23.4771,121.35099,尚無介紹,,,,,,,,,,
鶴岡文旦觀光果園,花蓮縣,11,全齡,23.48455,121.39894,尚無介紹,,,,,,,,,,
虎頭山步道,花蓮縣,2,全齡,23.45915,121.35378,尚無介紹,,,,,,,,,,
瑞穗溫泉,花蓮縣,10,全齡,23.49542,121.34465,尚無介紹,,,,,,,,,,
紅葉溫泉,花蓮縣,10,全齡,23.49059,121.32555,尚無介紹,,,,,,,,,,
瑞穗牧場,花蓮縣,11,全齡,23.48004,121.34668,尚無介紹,,,,,,,,,,
青蓮寺,花蓮縣,1,全齡,23.49098,121.39135,尚無介紹,,,,,,,,,,
秀姑巒溪泛舟中心,花蓮縣,11,全齡,23.48813,121.40161,尚無介紹,,,,,,,,,,
奇美原住民文物館,花蓮縣,1,全齡,23.49169,121.44625,尚無介紹,,,,,,,,,,
掃叭石柱,花蓮縣,11,全齡,23.47067,121.35961,尚無介紹,,,,,,,,,,
北回歸線地標,花蓮縣,11,全齡,23.4655,121.35828,尚無介紹,,,,,,,,,,
舞鶴觀光茶園,花蓮縣,1,全齡,23.44788,121.35465,尚無介紹,,,,,,,,,,
月眉山步道,花蓮縣,13,全齡,23.8141,121.54226,尚無介紹,,,,,,,,,,
豐田碧蓮寺（中山公園）,花蓮縣,4,全齡,23.84147,121.50329,尚無介紹,,,,,,,,,,
鯉魚山步道,花蓮縣,13,全齡,23.92282,121.5082,尚無介紹,,,,,,,,,,
富興步道,花蓮縣,13,全齡,23.57584,121.40299,尚無介紹,,,,,,,,,,
富源步道,花蓮縣,13,全齡,23.58871,121.35489,尚無介紹,,,,,,,,,,
安通越嶺道西段步道,花蓮縣,13,全齡,23.2786,121.35249,尚無介紹,,,,,,,,,,
八通關越道鹿鳴吊橋步道,花蓮縣,13,全齡,23.31774,121.25354,尚無介紹,,,,,,,,,,
台肥海洋深層水園區,花蓮縣,14,全齡,24.00789,121.63867,尚無介紹,,,,,,,,,,
香又香便當調查局,花蓮縣,14,全齡,24.0138,121.6316,尚無介紹,,,,,,,,,,
東大門國際觀光夜市,花蓮縣,6,全齡,23.97298,121.61158,尚無介紹,,,,,,,,,,
太平洋公園,花蓮縣,5,全齡,23.96635,121.60796,尚無介紹,,,,,,,,,,
豐濱天空步道,花蓮縣,8,全齡,23.52244,121.49231,尚無介紹,,,,,,,,,,
崇德海灘,花蓮縣,11,全齡,24.10413,121.39272,尚無介紹,,,,,,,,,,
小錐麓步道,花蓮縣,12,全齡,24.09398,121.37058,尚無介紹,,,,,,,,,,
匯德步道,花蓮縣,12,全齡,24.10453,121.39256,尚無介紹,,,,,,,,,,
大禮大同步道,花蓮縣,12,全齡,24.10494,121.38068,尚無介紹,,,,,,,,,,
親不知子斷崖,花蓮縣,12,全齡,23.675357,121.545564,尚無介紹,,,,,,,,,,
石門班哨角,花蓮縣,12,全齡,23.520198,121.502539,尚無介紹,,,,,,,,,,
雲山水溼地生態園區,花蓮縣,2,全齡,23.827033,121.51547,尚無介紹,,,,,,,,,,
翡翠谷,花蓮縣,11,全齡,23.965868,121.497236,尚無介紹,,,,,,,,,,
碧赫潭,花蓮縣,12,全齡,23.706671,121.40174,尚無介紹,,,,,,,,,,
吉哈拉艾,花蓮縣,11,全齡,23.14452,121.281945,尚無介紹,,,,,,,,,,
玉里濕地（啟模濕地公園）,花蓮縣,2,全齡,23.344041,121.328999,尚無介紹,,,,,,,,,,
大全社區82巷故事街,花蓮縣,1,全齡,23.648324,121.416585,尚無介紹,,,,,,,,,,
樹湖瀑布,花蓮縣,12,全齡,23.846023,121.461741,尚無介紹,,,,,,,,,,
南華林業文化園區（南華森林公園）,花蓮縣,9,全齡,23.945797,121.548452,尚無介紹,,,,,,,,,,
陽光電城,花蓮縣,15,全齡,23.973026,121.611006,尚無介紹,,,,,,,,,,
龍泉親水公園,花蓮縣,2,全齡,24.017313,121.603109,尚無介紹,,,,,,,,,,
郭子究音樂館,花蓮縣,5,全齡,23.987299,121.624659,尚無介紹,,,,,,,,,,
七七高地,花蓮縣,11,全齡,23.93282,121.60762,尚無介紹,,,,,,,,,,
將軍府（美崙溪畔日式宿舍）,花蓮縣,1,全齡,23.980629,121.613226,尚無介紹,,,,,,,,,,
洄瀾灣開心農場,花蓮縣,15,全齡,23.937236,121.59872,尚無介紹,,,,,,,,,,
貝殼教堂,澎湖縣,5,全齡,23.56141,119.64193,為形塑「情定澎湖灣」意象，特以沙灘、貝殼、愛情、海潮及音律等元素為創造構想，於林投沙灘上打造一座以心貝為形象的貝殼教堂。...,,,,,,,,,,
南方四島,澎湖縣,7,全齡,23.25746,119.66794,南方四島國家公園主要是由東嶼坪嶼、西嶼坪嶼、東吉嶼、西吉嶼及周邊島礁所組成，是生態旅遊重鎮，海底藏著一整片薰衣草森林秘境，紫色珊瑚礁佈滿海底，只要站在岸上就能看見，景象相當夢幻。...,,,,,,,,,,
花宅聚落(與曾家古厝融合更名為望安花宅，故關閉),澎湖縣,3,全齡,23.37063,119.49524,望安花宅聚落是澎湖地區保存較完整的傳統聚落之一，300多年前漢人移民到此，地形周圍山丘環繞，如同花瓣環繞著花心，居民在花心(山仔尾頂)附近墾地築屋，因此名為「花宅」，台灣光復後，因地理位置在望安鄉本島...,,,,,,,,,,
吉貝嶼,澎湖縣,11,全齡,23.74472,119.60835,吉貝嶼位於白沙島北方約5.5公里，為澎湖北海最大的島嶼，也是澎湖夏日水上活動的熱門據點，全島地勢東高西低，由海積地形組成的沙灘及沙尾，成為島上最著名的天然地景。...,,,,,,,,,,
外垵,澎湖縣,12,全齡,23.56864,119.48462,外垵村位於西嶼鄉南邊，北臨內垵村，具有天然屏障，因不容易受東北季風侵襲，成為西嶼鄉人口最多的社區，因地形因素，適合發展漁業，成為大多數居民賴以為生的家計。這裡居民主要信奉道教，溫王廟為外垵村的信仰中心...,,,,,,,,,,
竹灣紫菜礁,澎湖縣,11,全齡,23.6481,119.51267,紫菜礁位於竹灣村西北方的海岸，此處有許多特殊的地形風貌，除了海蝕溝、海蝕平台地形外，連綿壯觀的玄武岩石柱，以及石柱下方南北向長形岩礁都是此區域的特色；岩礁深入大海，終年受浪花的衝擊而盛產紫菜，故稱為紫...,,,,,,,,,,
學仔尾海蝕平台,澎湖縣,11,全齡,23.59483,119.49007,位於西嶼鄉小池角與赤馬地區間的學仔尾，隨著潮汐的變化，退潮時露出寬廣遼闊的潮間帶與礁岩地形，海蝕平台上能發現大量螺貝等潮間帶生物；一旁還有大片的沙灘，學仔尾海蝕平台是澎湖天然秘境之一。...,,,,,,,,,,
後寮三八垵魚灶,澎湖縣,18,全齡,23.67341,119.57585,2017年7月在白沙鄉公所與社區發展協會共同努力下，「後寮三八垵魚灶」重新整修啟用，為使百年的魚灶歷史能夠繼續保存傳遞，魚灶的重現不僅讓老一輩的村民回味往日時光，更是讓後代子孫了解早期漁業社會居民的生...,,,,,,,,,,
講美鎮海社區海堤公園,澎湖縣,12,全齡,23.63885,119.59727,講美鎮海社區海堤公園是連接講美社區及鎮海社區的海堤公園，在民國88年5月白沙鄉講美與鎮海社區總體營造推動下，設計了這座外觀造形是OK字樣的社區標誌，為此座海堤公園增添了趣味、讓人印象深刻的地標。...,,,,,,,,,,
講美海中崗哨,未分類,18,全齡,23.63651,119.60749,位於澎湖白沙鄉講美村，在坪之嶼旁有座神秘海中崗哨，簡約的方形小屋矗立在海中央，退潮時可以看見有條全長約三百多公尺水泥便道與講美漁港連接，漲潮時水泥便道被海水淹沒，隨海水的起伏若隱若現，崗哨便成了海中孤...,,,,,,,,,,
龍門商港,澎湖縣,18,全齡,23.56029,119.67252,2017年4月28日，澎湖龍門至嘉義布袋客輪雙向航線正式通航，相距28海浬，總航程約55分鐘，更拉近台灣與澎湖之間的距離，較既有的馬公-布袋航線縮短了將近30分鐘的航程。...,,,,,,,,,,
雁情嶼,澎湖縣,11,全齡,23.60713,119.61433,在前往湖西鄉的中正橋上，在中正橋的東側海面上有座小島嶼安靜地矗立於海中，對比橋上的車水馬龍，海中的孤島顯得神秘而寧靜，這座島嶼就是雁情嶼。...,,,,,,,,,,
澎湖菜園牡蠣殼藝術社區,澎湖縣,5,全齡,23.55017,119.59678,澎湖菜園位於馬公的東南方，菜園里內灣環境天成，為一半封閉式海域，避颱風且不受東北季風影響；四周無人工汙染源，是極為優良之養殖海域，西元1920年日本人曾於菜園漁港至雙港仔海域養殖珍珠。...,,,,,,,,,,
山水漁港,澎湖縣,18,全齡,23.51196,119.58791,在知名的山水沙灘東側為山水漁港，旁邊則是山水觀星公園，於2008年整建完成，有涼亭、觀星指示牌、步道。...,,,,,,,,,,
鎖港漁港,澎湖縣,18,全齡,23.52488,119.60223,位於澎湖縣馬公市鎖港里，在天然的內灣裡，有個屬第三類漁港的鎖港漁港，為馬公島南部之中心漁港；於民國42年5月闢建拋石式防波堤388公尺及碼頭240公尺，並設有加油站及護岸127公尺。66年度由中央加速...,,,,,,,,,,
許家村與彩繪壁畫,澎湖縣,5,全齡,23.58867,119.60969,許家村是個澎湖一落四櫸頭傳統聚院雲集的村落，由於村民都是許姓族群而得名。村落裡多是有著幽靜的傳統四合院落，這裡有幾間「許家古厝」，就為在湖西鄉203號公路旁，尚保留著早期建築傳統古厝的子孫巷、硓石牆、...,,,,,,,,,,
奎壁山環山草徑,未分類,11,全齡,23.60029,119.66096,在奎壁山地質公園旁，由澎管處興建整頓的北寮奎壁山觀潮區，海邊人行步道一路往北走約100公尺，就可以看到「環山草徑」的指示牌路標，往右走上泥草路，進入小樹林，就可以看到叉路指標，往左或往右一路走去，都可...,,,,,,,,,,
東石環保公園,未分類,12,全齡,23.6007,119.56034,民國99年年底闢建而成的東石環保公園，由湖西鄉公所綠美化復育的，這裡鄰近海濱，建有入口意象牆、硓石牆迷宮、石板步道等景觀設施，在花季盛開時，漫地的天人菊花景搖曳，都會吸引大批自由行的觀光客前往。...,,,,,,,,,,
城前沙灘,未分類,11,全齡,23.62421,119.59521,位於北環白沙鄉的城前村，前方就是澎湖的內海海域，這裡有一個寧靜的城前沙灘。...,,,,,,,,,,
燭台四景,未分類,12,全齡,23.59116,119.4994,從馬公出發沿澎203號縣道，往西嶼鄉方向，在池西與赤馬之間，於赤馬村西岸的海邊、池西村南側海濱，沿著產業道路至學仔尾海蝕平台，燭臺四景就在附近，而往燭臺四景處為下坡道路，道路較斜較陡，此處屬私人產業，...,,,,,,,,,,
小池角雙曲橋,未分類,12,全齡,23.59869,119.50215,在西嶼鄉小池角的雙曲橋蜿蜒長入海，潔白的橋搭著遠方一左一右的綠色涼亭，不論白天或是傍晚，都有不同的美景...,,,,,,,,,,
方思溫紀念公園,澎湖縣,12,全齡,23.63272,119.59834,在澎八瓦硐段沿線上的方思溫紀念公園、思溫亭，是為紀念本縣漢文大師方老先生對地方的貢獻，祂畢生奉獻公職、鄉里、社會等事蹟，足堪後人典範，縣政府特別在九十年二月頒發褒揚狀表彰一生不朽的功業，當時的賴縣長在...,,,,,,,,,,
澎湖觀音亭寵物公園,澎湖縣,12,全齡,23.56747,119.56217,位在觀音亭濱海遊憩公園內、帆船訓練中心後，鄰近澎湖高級海事水產職業學校及海堤外停車場，交通很方便。\n...,,,,,,,,,,
七美－白馬公園,澎湖縣,18,全齡,23.20739,119.42228,七美鄉白馬公園位於頂隙風景區的路上，騎車由小台灣北邊的雙心石滬，在右方即可見一片公園，最醒目的就是靠近路邊有一顆大紅球（紅龍珠）。...,,,,,,,,,,
七美－下巷,澎湖縣,1,全齡,23.20106,119.42698,七美下巷位於鯉灣遊憩區跟大獅風景區之間，有一處是由玄武岩斷崖所圍成的小海灣。沿岸地帶因海蝕作用，形成兩缺口，如同一巷道，上方所謂之頂巷，南方是缺口較大的叫下巷，是當地居民通往海邊必經之路。...,,,,,,,,,,
瓦硐張百萬故居,澎湖縣,1,全齡,23.65668,119.58712,瓦硐村清朝時期稱為「瓦硐港社」，日據時代分別稱作「瓦硐鄉（社）」及「瓦硐」，光復後才稱為瓦硐村。...,,,,,,,,,,
沙港古厝群,澎湖縣,1,全齡,23.60535,119.62423,沙港古厝位於湖西鄉西北方，居民分成四個族群（包括頂社、下社、土地公、水窟），農田較集中在村子的東南方。東、北、西北三面臨海，海域的潮間帶非常遼闊，是村民出海運作的理想空間。...,,,,,,,,,,
山水30高地公園,澎湖縣,2,全齡,23.51154,119.58776,山水三○高地位在山水沙灘右邊，鄰近濕地公園的玄武岩懸崖高地，這裡不僅是一座公園，還可以眺望整個黃金貝殼沙灘美景，過去為軍事重地，澎湖縣政府接管後積極整建，並陸續增設高地公園人行徒步道路、遮陽設施、休憩...,,,,,,,,,,
菓葉灰窯,澎湖縣,1,全齡,23.57527,119.67849,菓葉灰窯位在菓葉村海堤邊的小高地上，高地表土剝落裸露出土褐色的塊狀玄武岩。現菓葉村遺留下的灰窯遺跡，是澎湖最具規模的灰窯業遺跡。...,,,,,,,,,,
永成古厝,澎湖縣,3,全齡,23.63876,119.52712,咾咕石厝是澎湖在地最富人文色彩的象徵，永成古厝位於合界社區的三落古厝，最鼎盛的時期有三排、八間、四櫸頭，共48隔間。...,,,,,,,,,,
鐵砧嶼,未分類,11,全齡,23.71048,119.56468,由大白沙嶼往北大約2公里的海面上，有一座典型的方山地形島嶼，因為島上大部分是大型石板 ，平坦無痕跡，就像是打鐵用的砧板，所以稱他為鐵砧嶼。島的高度大約5公尺，四周都是垂直海崖，島最高除了如砧板狀的玄武...,,,,,,,,,,
雞善嶼,澎湖縣,11,全齡,23.62662,119.68363,​從湖西鄉的沙港村或北寮村等港口出發，位於北寮村東北方約4公里的海面上，有兩個方山台地的島嶼，四周海崖的玄武岩柱狀節理分明，退潮時這兩個島可以相連，原本這兩個島嶼是一熔岩台地，約誕生於1200萬年前，...,,,,,,,,,,
小池角石雕園區,澎湖縣,12,全齡,23.59509,119.5039,小池角石雕園區位在池東村的盡頭，天然鑄成的藝術及廣闊的草原，在園區內擺設著有藝術家們創作的大型石雕主題作品，非常適合在此悠閒漫步，欣賞藝術放鬆心情。...,,,,,,,,,,
望安－鴛鴦窟、藏軍洞（震洋艇基地）,澎湖縣,1,全齡,23.35742,119.50047,鴛鴦窟該處景點具有地理、歷史價值，東西向的河谷地形，亦為一處海釣場。...,,,,,,,,,,
外垵三仙塔,澎湖縣,1,全齡,23.56406,119.47773,外垵三仙塔，又名西埔三仙塔，坐落在外垵村溫王廟西南方的村前山頂上，矗立於山崖上的3座鎮煞石塔，位置居高臨下俯瞰整個外垵村。...,,,,,,,,,,
頭巾嶼,未分類,11,全齡,23.29003,119.48415,頭巾嶼在西嶼坪北北西方約1.9公里的地方。周圍364公尺，面積0.46公頃，附近大約有十個小礁，退潮時面積為3.86公頃。其中較大的岩礁有六個，全島由北面海上眺望，像是古代包頭的頭巾，因此而得名。...,,,,,,,,,,
